Experiment,Model,Learning Rate,Batch Size,Weight Decay,Accuracy,Precision,Recall,F1,Best Validation F1
EXP06,RoBERTa,3e-05,16,0.1,0.9966480446927374,0.9966454622095439,0.9966480446927374,0.9966442748502583,0.995752652574632
